epoch,loss,mean_absolute_error,mean_absolute_percentage_error,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error
0,0.16033098101615906,0.3157372772693634,37759412.0,0.28396978974342346,0.38580602407455444,10436200.0
1,0.12897346913814545,0.3020501434803009,52966844.0,0.28796082735061646,0.3890753388404846,8689321.0
2,0.1437169760465622,0.3141102194786072,57317092.0,0.2980126738548279,0.39041703939437866,2864672.0
3,0.11783192306756973,0.2842164933681488,51787828.0,0.2004842609167099,0.3672952353954315,130213992.0
4,0.10708532482385635,0.26790887117385864,49679888.0,0.21006083488464355,0.3747429847717285,116666648.0
5,0.1068393886089325,0.27005648612976074,51541044.0,0.246660977602005,0.3658688962459564,60869772.0
6,0.10415700078010559,0.2616816759109497,49935800.0,0.20759634673595428,0.3562122583389282,73078688.0
7,0.10288147628307343,0.25770190358161926,45794700.0,0.20821760594844818,0.3691255450248718,99248224.0
8,0.09939440339803696,0.25245681405067444,48948736.0,0.22790804505348206,0.3743237257003784,100388672.0
9,0.09753244370222092,0.2507733404636383,46533664.0,0.22125086188316345,0.36648473143577576,104539176.0
10,0.09373686462640762,0.23973682522773743,42102632.0,0.19846703112125397,0.362475723028183,103765288.0
11,0.09660642594099045,0.24638129770755768,45570936.0,0.22063513100147247,0.36805063486099243,105887472.0
12,0.10353159159421921,0.2569836974143982,47492932.0,0.21433764696121216,0.37188777327537537,104907928.0
13,0.11490407586097717,0.27200838923454285,45780404.0,0.20799921452999115,0.3719649016857147,107086144.0
14,0.11996519565582275,0.27422258257865906,45297288.0,0.31241336464881897,0.4118655025959015,80617936.0
15,0.1067017987370491,0.25908389687538147,49756952.0,0.24657787382602692,0.380410373210907,101958880.0
16,0.10449930280447006,0.26097220182418823,48778880.0,0.21237342059612274,0.3497835397720337,86762248.0
17,0.10098396986722946,0.2565910518169403,49134052.0,0.20374102890491486,0.34732288122177124,89604792.0
18,0.10155217349529266,0.2556321918964386,45827056.0,0.22104673087596893,0.35880717635154724,91286480.0
19,0.098016656935215,0.2504218816757202,45854428.0,0.2091178596019745,0.3493100702762604,82596568.0
20,0.09941873699426651,0.2476845681667328,44863244.0,0.19944940507411957,0.37405601143836975,130286912.0
21,0.10307865589857101,0.25900349020957947,48650336.0,0.2537632882595062,0.38278308510780334,63841248.0
22,0.09332847595214844,0.24456621706485748,44136400.0,0.20896245539188385,0.36605411767959595,95615664.0
23,0.09232886135578156,0.24014237523078918,45661836.0,0.19929800927639008,0.36080822348594666,99141696.0
24,0.09275861084461212,0.245256245136261,45816628.0,0.19338256120681763,0.35964006185531616,112030248.0
