epoch,loss,mean_absolute_error,mean_absolute_percentage_error,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error
0,0.16804489493370056,0.341920405626297,61858112.0,0.3072655200958252,0.3955273926258087,72.95454406738281
1,0.1561168134212494,0.3294449746608734,71007664.0,0.15969979763031006,0.36641377210617065,121646480.0
2,0.15493956208229065,0.32542580366134644,76710960.0,0.3072655200958252,0.3955273926258087,72.95454406738281
3,0.13403336703777313,0.31140080094337463,58045428.0,0.2248162180185318,0.38929882645606995,155998272.0
4,0.12740907073020935,0.3012950122356415,56503324.0,0.3086993098258972,0.3973406255245209,4084223.75
5,0.11435509473085403,0.2832517921924591,51628984.0,0.31417301297187805,0.40944990515708923,27588292.0
6,0.11563733220100403,0.2768033444881439,44739920.0,0.25963786244392395,0.38030967116355896,65409768.0
7,0.11907534301280975,0.28255465626716614,48850344.0,0.2967908978462219,0.4006940722465515,26294656.0
8,0.11136378347873688,0.2684341371059418,45440264.0,0.29835110902786255,0.39012154936790466,13850892.0
9,0.10829740762710571,0.2701643407344818,50602392.0,0.2006910741329193,0.37191277742385864,108721128.0
10,0.10643555223941803,0.2649730443954468,45756928.0,0.2516583204269409,0.37263575196266174,49603408.0
11,0.10088460147380829,0.25715264678001404,46222760.0,0.20766937732696533,0.3759385943412781,112024136.0
12,0.09940237551927567,0.2564834654331207,46139412.0,0.2782095968723297,0.4389197826385498,161232784.0
13,0.1253660023212433,0.2929076850414276,55010068.0,0.16068756580352783,0.3701557517051697,134517232.0
14,0.1305021196603775,0.2971780300140381,54398644.0,0.1582777500152588,0.36635759472846985,130975424.0
15,0.12582485377788544,0.29392072558403015,52833512.0,0.5176337957382202,0.6063235998153687,270454784.0
16,0.12116482108831406,0.28730592131614685,53748488.0,0.27952784299850464,0.4531285762786865,197160384.0
17,0.11069982498884201,0.267000675201416,50554688.0,0.22910882532596588,0.4006483852863312,153716464.0
18,0.1132347360253334,0.276012659072876,53493452.0,0.2445722073316574,0.40025925636291504,135939088.0
19,0.10367965698242188,0.2642446756362915,50245964.0,0.1979202777147293,0.3400643765926361,73062496.0
20,0.10764602571725845,0.2675098776817322,48044588.0,0.25049248337745667,0.36497536301612854,46674040.0
21,0.09866546094417572,0.2536846101284027,48886432.0,0.20236557722091675,0.3652786314487457,110554848.0
22,0.09853566437959671,0.2550293207168579,46102580.0,0.1737957000732422,0.3641139268875122,123591320.0
23,0.09414996206760406,0.25202515721321106,55069724.0,0.1495848447084427,0.34518712759017944,107560288.0
24,0.09722600877285004,0.25978365540504456,54596736.0,0.17768411338329315,0.3340687155723572,60903708.0
