epoch,loss,mean_absolute_error,mean_absolute_percentage_error,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error
0,0.4659430980682373,0.5870591998100281,167000352.0,0.516210675239563,0.6044725179672241,270454848.0
1,0.4658893942832947,0.587056040763855,167000416.0,0.516210675239563,0.6044725179672241,270454848.0
2,0.46588948369026184,0.5870561003684998,167000368.0,0.516210675239563,0.6044725179672241,270454848.0
3,0.465889573097229,0.5870561003684998,167000320.0,0.516210675239563,0.6044725179672241,270454848.0
4,0.4658895432949066,0.5870561599731445,167000384.0,0.516210675239563,0.6044725179672241,270454848.0
5,0.4658896327018738,0.5870561003684998,167000336.0,0.516210675239563,0.6044725179672241,270454848.0
6,0.46588951349258423,0.5870561003684998,167000416.0,0.516210675239563,0.6044725179672241,270454848.0
7,0.46588948369026184,0.5870561003684998,167000368.0,0.516210675239563,0.6044725179672241,270454848.0
8,0.465889573097229,0.587056040763855,167000352.0,0.516210675239563,0.6044725179672241,270454848.0
9,0.465889573097229,0.587056040763855,167000384.0,0.516210675239563,0.6044725179672241,270454848.0
10,0.46588969230651855,0.5870561003684998,167000368.0,0.516210675239563,0.6044725179672241,270454848.0
11,0.4658896327018738,0.5870561003684998,167000384.0,0.516210675239563,0.6044725179672241,270454848.0
12,0.4658895432949066,0.5870562791824341,167000416.0,0.516210675239563,0.6044725179672241,270454848.0
13,0.46588951349258423,0.587056040763855,167000352.0,0.516210675239563,0.6044725179672241,270454848.0
14,0.46588969230651855,0.5870561599731445,167000416.0,0.516210675239563,0.6044725179672241,270454848.0
15,0.46588948369026184,0.587056040763855,167000304.0,0.516210675239563,0.6044725179672241,270454848.0
16,0.4658895432949066,0.5870561599731445,167000352.0,0.516210675239563,0.6044725179672241,270454848.0
17,0.4658896327018738,0.587056040763855,167000384.0,0.516210675239563,0.6044725179672241,270454848.0
18,0.4658896327018738,0.5870561003684998,167000384.0,0.516210675239563,0.6044725179672241,270454848.0
19,0.4658895432949066,0.5870561003684998,167000352.0,0.516210675239563,0.6044725179672241,270454848.0
20,0.46588948369026184,0.5870562791824341,167000352.0,0.516210675239563,0.6044725179672241,270454848.0
21,0.46588948369026184,0.5870561599731445,167000432.0,0.516210675239563,0.6044725179672241,270454848.0
22,0.4658896327018738,0.5870562791824341,167000368.0,0.516210675239563,0.6044725179672241,270454848.0
23,0.4658896327018738,0.5870561599731445,167000384.0,0.516210675239563,0.6044725179672241,270454848.0
24,0.4658895432949066,0.5870561599731445,167000384.0,0.516210675239563,0.6044725179672241,270454848.0
