epoch,loss,mean_absolute_error,mean_absolute_percentage_error,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error
0,0.15798340737819672,0.30013033747673035,61190316.0,0.2549154758453369,0.3741864562034607,85528592.0
1,0.12052140384912491,0.2642170488834381,56849252.0,0.23845864832401276,0.3812189996242523,113806800.0
2,0.10996273905038834,0.25454580783843994,54115840.0,0.2632059156894684,0.3959040641784668,118259976.0
3,0.10103165358304977,0.24639469385147095,55203860.0,0.23450320959091187,0.3713105022907257,98490096.0
4,0.10596567392349243,0.2483287751674652,52073428.0,0.2489725798368454,0.3898399770259857,112970672.0
5,0.11020080745220184,0.25269779562950134,53552732.0,0.2230963557958603,0.36684930324554443,93970656.0
6,0.10798618197441101,0.25223231315612793,51956948.0,0.2421865463256836,0.37682461738586426,98975464.0
7,0.0988646000623703,0.23904232680797577,52420332.0,0.20457080006599426,0.3575626015663147,101040128.0
8,0.09693805873394012,0.23472276329994202,51093228.0,0.2324061244726181,0.3848458230495453,118584544.0
9,0.09344861656427383,0.23235023021697998,49622540.0,0.2231580913066864,0.3691135048866272,101735272.0
10,0.09489737451076508,0.23046010732650757,52627776.0,0.22482219338417053,0.3670116364955902,90392688.0
11,0.09018049389123917,0.2270658314228058,46968516.0,0.21891792118549347,0.3712936043739319,101669720.0
12,0.09689824283123016,0.23236191272735596,50635920.0,0.2308967560529709,0.36818841099739075,90935856.0
13,0.0947817862033844,0.22964297235012054,49040524.0,0.21455951035022736,0.3620356023311615,92564416.0
14,0.09063918888568878,0.22775991261005402,51169152.0,0.2250061333179474,0.3811712861061096,117704248.0
15,0.08732904493808746,0.22018341720104218,50417560.0,0.23807713389396667,0.38054272532463074,97965112.0
16,0.08870939910411835,0.22283445298671722,47918136.0,0.22340519726276398,0.3760143518447876,104805016.0
17,0.08747799694538116,0.21861515939235687,48073624.0,0.22818103432655334,0.3803906738758087,114504712.0
18,0.08664800971746445,0.22253820300102234,46199592.0,0.19435210525989532,0.34825754165649414,75573344.0
19,0.08901552855968475,0.22472073137760162,48689152.0,0.24797329306602478,0.37739166617393494,81626720.0
20,0.08684434741735458,0.21790055930614471,47093360.0,0.2281378209590912,0.36321935057640076,49282788.0
21,0.08228651434183121,0.21780262887477875,45791892.0,0.2330453246831894,0.3687749207019806,87888800.0
22,0.07759436964988708,0.21362285315990448,43014744.0,0.2058359682559967,0.3594683110713959,94981512.0
23,0.07436109334230423,0.210967555642128,43245460.0,0.218363419175148,0.3616926670074463,79241448.0
24,0.07174903899431229,0.20468610525131226,41230700.0,0.1907569169998169,0.3560871481895447,93786128.0
