epoch,cosine_similarity,loss,mean_absolute_error,mean_absolute_percentage_error,mean_squared_error,mean_squared_logarithmic_error,root_mean_squared_error,val_cosine_similarity,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error,val_mean_squared_error,val_mean_squared_logarithmic_error,val_root_mean_squared_error
0,0.6849902272224426,0.16033552587032318,0.3392849266529083,60776908.0,0.16033552587032318,0.08546525239944458,0.4004191756248474,0.0,0.3072655200958252,0.3955273926258087,72.95454406738281,0.3072655200958252,0.1615864485502243,0.5543153882026672
1,0.7293740510940552,0.1446724385023117,0.32398155331611633,55869264.0,0.1446724385023117,0.07539474219083786,0.3803583085536957,0.0,0.3072655200958252,0.3955273926258087,72.95454406738281,0.3072655200958252,0.1615864485502243,0.5543153882026672
2,0.7235664129257202,0.14920423924922943,0.33070316910743713,59720372.0,0.14920423924922943,0.07835251092910767,0.3862696588039398,0.11136731505393982,0.2826922535896301,0.39614883065223694,18638614.0,0.2826922535896301,0.14889512956142426,0.5316880941390991
3,0.7180257439613342,0.1473454087972641,0.3300535976886749,61008256.0,0.1473454087972641,0.07691069692373276,0.3838559687137604,0.0,0.3072655200958252,0.3955273926258087,72.95454406738281,0.3072655200958252,0.1615864485502243,0.5543153882026672
4,0.7244248986244202,0.14585871994495392,0.32776889204978943,59676780.0,0.14585871994495392,0.07578488439321518,0.38191455602645874,0.072727270424366,0.28351855278015137,0.3848874270915985,9204656.0,0.28351855278015137,0.1484992802143097,0.5324646234512329
5,0.7246556878089905,0.14807678759098053,0.3318308889865875,60913716.0,0.14807678759098053,0.07702460885047913,0.3848074674606323,0.7295454740524292,0.15121091902256012,0.35385748744010925,111979016.0,0.15121091902256012,0.07681538164615631,0.38885846734046936
6,0.7471819519996643,0.1496579349040985,0.33199721574783325,64706752.0,0.1496579349040985,0.07567620277404785,0.38685646653175354,0.7295454740524292,0.1515597254037857,0.35526686906814575,114309880.0,0.1515597254037857,0.07745379209518433,0.3893067240715027
7,0.7800212502479553,0.16724877059459686,0.34854185581207275,75164800.0,0.16724877059459686,0.08255200833082199,0.40896061062812805,0.7295454740524292,0.1516188681125641,0.3554466962814331,114598992.0,0.1516188681125641,0.07753990590572357,0.3893826901912689
8,0.7161102294921875,0.14990369975566864,0.3369778096675873,64084272.0,0.14990369975566864,0.07853223383426666,0.38717398047447205,0.7295454740524292,0.1514131873846054,0.35478755831718445,113539112.0,0.1514131873846054,0.07722947746515274,0.3891184628009796
9,0.7664425373077393,0.17673678696155548,0.35214218497276306,70768344.0,0.17673678696155548,0.08888868242502213,0.4204007387161255,0.7295454740524292,0.516210675239563,0.6044725179672241,270454848.0,0.516210675239563,0.2322627156972885,0.7184780240058899
10,0.8330000042915344,0.20751123130321503,0.3831256031990051,97905416.0,0.20751123130321503,0.09810775518417358,0.4555340111255646,0.7295454740524292,0.516210675239563,0.6044725179672241,270454848.0,0.516210675239563,0.2322627156972885,0.7184780240058899
11,0.8330000042915344,0.18468599021434784,0.361005574464798,91431360.0,0.18468599021434784,0.08813949674367905,0.42975106835365295,0.7295454740524292,0.48800045251846313,0.5796865820884705,258456336.0,0.48800045251846313,0.22209955751895905,0.6985703110694885
12,0.8330000042915344,0.1745978593826294,0.35260891914367676,78839160.0,0.1745978593826294,0.08324015140533447,0.4178490936756134,0.7295454740524292,0.516210675239563,0.6044725179672241,270454848.0,0.516210675239563,0.2322627156972885,0.7184780240058899
13,0.8330000042915344,0.17341533303260803,0.35713472962379456,76210568.0,0.17341533303260803,0.08244668692350388,0.4164316654205322,0.7295454740524292,0.16965904831886292,0.3703106939792633,123714088.0,0.16965904831886292,0.08559857308864594,0.41189688444137573
14,0.8330000042915344,0.17398840188980103,0.35715603828430176,82316000.0,0.17398840188980103,0.0831969678401947,0.41711917519569397,0.7295454740524292,0.1585773229598999,0.3597041368484497,117148152.0,0.1585773229598999,0.08015371859073639,0.39821767807006836
15,0.8330000042915344,0.17836354672908783,0.3616066575050354,81070448.0,0.17836354672908783,0.08484005928039551,0.4223310947418213,0.7295454740524292,0.15158703923225403,0.35541075468063354,114746528.0,0.15158703923225403,0.0775492936372757,0.389341801404953
16,0.8330000042915344,0.15765270590782166,0.341960608959198,74439800.0,0.15765270590782166,0.07617682963609695,0.3970550298690796,0.7272727489471436,0.5110204815864563,0.6024264097213745,265748288.0,0.5110204815864563,0.22997313737869263,0.7148569822311401
17,0.8330000042915344,0.16797925531864166,0.3496803641319275,83267328.0,0.16797925531864166,0.08070012927055359,0.4098527133464813,0.7295454740524292,0.15342393517494202,0.3556480407714844,113016984.0,0.15342393517494202,0.07767353951931,0.39169368147850037
18,0.8330000042915344,0.1812339425086975,0.3612518608570099,90180896.0,0.1812339425086975,0.08647383749485016,0.4257158041000366,0.7295454740524292,0.516210675239563,0.6044725179672241,270454848.0,0.516210675239563,0.2322627156972885,0.7184780240058899
